4|6|Pokhara
7|4|?ód?
6|2|Iserlohn
5|6|Den_Helder
5|3|Tottori
6|2|Arkadelphia
4|4|Vientiane
7|4|Crystal_City
6|5|Worcester
6|6|Alicante
7|2|Thirthahalli
3|3|Luoyang
4|3|Raisan
6|6|Morón
7|3|Toshima
7|2|Garmsar
4|3|Vadgaon_Budruk
3|3|Chitrakoot
5|4|Centurion
7|6|Bergen
3|4|Oaxaca
4|6|Mantin
5|3|Ciudad_Obregón
4|3|Khujutipara
6|4|Mar_del_Plata
7|3|Coonoor
4|3|Alsace
7|4|Kakogawa
7|4|Machakos
4|5|Inuyama
7|4|Managua
7|6|Padang
3|3|Port_Alfred
5|6|Florence
7|3|Guadalupe
4|4|South_Lancaster
4|4|Madison
5|3|Sri_Lanka
6|4|Chickasha
3|6|Hassan
7|3|Calais
6|3|Kultikri
7|5|Geneva
5|5|Kingston_upon_Thames
4|4|Greater_Manchester
5|3|Penang
5|3|Doimukh
6|2|Alappuzha
3|4|Washington
4|2|West_Bengal
5|5|Wismar
5|2|Cardiff
3|2|San_Marcos
6|5|St._Paris
5|3|Kaliachak_I
4|3|Joensuu
5|3|Málaga
7|2|Huanggang
7|4|Frederiksberg
5|2|Anseong
5|6|Vattamalaipalayam
3|2|Tekirda?
6|5|Ra'anana
3|6|Lucena
4|3|Nueva_Esparta
4|6|Hachi?ji
3|5|Medan
6|2|Ubon_Ratchathani
7|2|Nanyang
5|3|Alexandroupoli
4|2|Dhule
3|5|Cullman
6|5|Longueuil
7|2|Ansan
5|5|Douai
6|4|León
3|6|Toshima
7|3|North_Miami
4|6|Majlesi
5|4|Monywa
5|6|Jambi_City
7|6|Milan
3|2|A?rı
3|5|North_India
3|3|Islamabad
6|5|Sahiwal_Division
6|2|Ifrane
6|4|Giza
4|2|Buea
5|6|George_Town
6|3|Granby
6|3|Charikar
3|5|Ivanovo_Oblast
6|5|Monino
7|5|Brighton
6|2|Shelby
4|3|Tijuana
7|5|Thiruchendur
3|4|Uluberia
4|4|Eski?ehir
